"Y" "X"
"1" -12.625507028436 -2.33196229490185
"2" 26.0551207774821 9.85573673000151
"3" -17.6401223849837 -5.97423287825935
"4" 23.7689709693941 5.23444400974429
"5" -1.63213784704962 -0.343091312820231
"6" 11.4100311605413 1.69545793072959
"7" 6.02361304837054 1.67997066986046
"8" 11.438700159282 -2.4265149938139
"9" -37.9089861578775 -12.401129760848
"10" -6.07146714168127 -0.236307393210821
"11" 16.5577463772163 4.4535872210556
"12" -6.99776895597303 -5.20591101808303
"13" 30.4355391436804 8.43289931211725
"14" -6.79363653171718 -4.82671047452314
"15" 40.2008935307306 5.22886265074582
"16" 41.9098486272233 14.1171603792022
"17" 7.1449875816276 0.270279056632207
"18" 4.86880350454954 0.355655786803536
"19" 5.95355579052761 2.46569250444921
"20" -27.0056988099155 -8.74520761845703
"21" -8.79322538722799 -5.28030847165814
"22" -2.39599931391405 -6.64360036476675
"23" 17.4919858676953 6.75986025462643
"24" 21.9275275182863 7.33637988057124
"25" 5.79389063110339 1.2242375659919
"26" -37.6131620500827 -12.0812804941465
"27" 5.49263116014914 -0.425064086179072
"28" -49.5040010040418 -13.9354369698673
"29" -25.670437010377 -8.7886381806758
"30" -10.91521633922 -2.08284923613224
"31" -17.4608754176475 -5.49441330220408
"32" 1.37645696198847 0.12478033193752
"33" 10.3865293017082 1.84333104514471
"34" 8.46379575723689 3.50850966281903
"35" -36.9737178212504 -11.197064932835
"36" -12.9528184626973 -3.63032155609715
"37" -8.32722784681836 -4.61488681872289
"38" 4.3793892731646 -1.09451393109781
"39" 30.9780097721428 8.91391336921458
"40" 33.086234492804 5.76796849796798
"41" 26.9572137379564 7.40886617942911
"42" 51.5438811201204 16.356611474799
"43" -7.72827958168919 -5.24702116215692
"44" -2.35661840060809 -2.56682124005613
"45" -31.8620814897476 0.279140594274457
"46" 19.6981622274463 3.43731504437126
"47" 14.0983752327019 0.745478975847577
"48" -8.37056861513021 3.2108890610985
"49" -21.3473733467241 -4.32999701766187
"50" 1.63623748914775 -0.788474768343158
"51" 7.10643078189345 2.41836683152726
"52" 7.22530103608556 1.86987893196694
"53" -13.8850441057117 -5.29495772962696
"54" -2.8796504450292 -0.518703928802168
"55" 33.8627438989826 14.1861425657901
"56" -61.8592156597642 -23.1538473793478
"57" 10.6842631985214 2.66252415337346
"58" 7.73217296824634 2.65747646990203
"59" 16.3152034149349 2.31321857317018
"60" 53.734662003847 14.1668390775965
