"ventas" "precio" "consumo" "publicidad" "competencia"
"1" -51.8653016231264 12.7300410566598 5.1209542745953 7.88398004448773 3.35812717968008
"2" -24.5951510136469 12.9235657885324 9.12868337953373 9.97857835011058 8.73713054952718
"3" -30.7143032963472 7.12354800253413 8.09199795135108 9.57780639732518 2.68893859334641
"4" -39.8418225702821 10.1459090589276 7.10476554925088 10.7803109729029 5.61716460592933
"5" -60.2894574749672 11.6416562991752 6.87774089912363 9.19201352702908 1.90994675098867
"6" -64.6383056038344 12.1395416757202 7.24823701717013 7.04519968643078 2.5175748294609
"7" -44.1228944694161 10.2470698313986 6.60676368399067 11.9710996437647 0.398654176096296
"8" -44.309634396224 10.6492134691015 7.50701627789222 6.1494768635359 1.78721260060091
"9" -24.2497441744846 11.6162452670298 4.51834769425621 7.197397777785 5.6129328896139
"10" -65.1880083168764 18.9979061787265 8.55780703736128 11.4176658797805 5.76821082587402
"11" -9.75660182783726 10.4678982236527 2.35433779165966 6.84608791972483 4.9765694231049
"12" -24.1509511746336 7.74179892657321 7.27994153121056 10.4082697406321 0.965012156614679
"13" -19.5166366015587 9.91610064564684 6.01837289726403 11.3549825515109 2.95634431213449
"14" -78.5627002964198 12.7309853868274 9.2392425630611 7.43988015345196 2.85742574765963
"15" -59.2279868537125 13.9618134428136 5.61951516219303 7.35692674316266 3.48688160575433
"16" -40.0450413242653 11.958660062482 6.38055316719314 5.59225745605188 -0.152810109926409
"17" -135.009810085483 13.5783055921024 13.9285009738095 10.9473404544591 2.51852945692525
"18" -30.9349934750711 9.07408328055157 4.01494746313779 6.43898703363287 -1.38812989312615
"19" -18.9826598662104 10.7233443572731 8.02884221159922 6.10154817295766 5.94503287321909
"20" -50.923395277698 8.92750093797722 5.86480092338589 8.6013182462986 1.04047377305936
"21" -67.1347519344529 14.2404559522828 7.39143762120043 6.23335055907778 1.57774534951189
"22" -86.9481370874976 13.8423297016688 9.46031594285806 7.64213345997503 4.01161480866875
"23" -60.850185703913 7.71338374022354 7.88730747212065 5.55352099951565 2.80808708924908
"24" -15.7153751410939 11.3240326448195 3.76366480230614 9.71072735370326 5.83045410114877
"25" -57.4425670944832 11.674124078665 7.97049489816022 6.85572851630799 2.84019756824426
"26" -10.128599754054 10.5193381940366 3.53759970293315 6.81153514487468 5.79409528212764
"27" -79.3549237911266 7.96970929027112 9.50704025194529 6.01889202173443 3.52879064769833
"28" -68.3694902208056 17.546840782982 4.80938806390303 5.8903989918086 2.97277030788612
"29" -38.1511347373883 12.3520351542195 5.03753296551304 7.43430344953922 1.03158002611715
"30" -66.1356520103501 9.77059888559264 6.99056165026887 5.53102428080521 -1.94648585115875
"31" -92.9836289160938 14.5692193582259 5.69204729634695 4.96190031497872 0.0323880821334579
"32" -73.0045715398459 12.9817475372281 8.50129263091932 10.1940881445624 3.22866645464307
"33" -74.29093616153 10.6815577720619 7.63804242095094 6.74540770011504 6.00899063332697
"34" -52.3302063406865 10.9200566719012 5.08479869766076 4.6966861208375 -0.169945012654292
"35" -53.7388445975483 16.9619838759231 5.70903514173851 8.86588491297829 3.35917059864812
"36" -44.5839476151929 11.1563928626193 4.40231678424944 6.22499064624802 3.24283940567894
"37" -35.1803603170595 8.59373793538244 4.95048619966945 6.85552476490652 -2.08148314634909
"38" -104.381611228707 15.1286136938197 9.98800127508631 6.00118336984337 3.15237724691367
"39" -24.4367327571982 12.8641191614722 6.57524324486119 10.2525540375085 5.7492303829899
"40" -51.1201601122719 11.3005109229629 5.63957878353276 5.93540146810073 0.512958133818803
"41" -17.0462143152124 12.5955293031612 2.96544393486165 9.33442357609801 5.0392564940218
"42" -104.676533140786 10.9905910077388 8.48081641130691 10.0946193572151 5.73535216663184
"43" -24.7115444529885 6.79195996033173 4.58424677778593 6.9370414998767 -1.09652726184927
"44" -38.5648186615573 14.7855578109078 6.89240362196182 8.35022021200372 7.87354957968572
"45" -43.2547900633517 10.6998547629621 5.65801693068308 8.74602244320835 1.67102422492236
"46" -29.6949927525267 14.1136509377965 4.48371419907021 10.3578031142264 3.6796015538029
"47" -68.2610008156064 13.296991365753 6.48048667044058 7.67113333497999 0.912310359043495
"48" -50.369616125997 14.3532682697889 5.67313666146663 6.7219855923831 4.1341195400818
"49" -83.3998959514881 12.3138477566675 9.19800918492501 5.41542193877557 3.21361615109061
"50" -77.1026085851598 12.8250318059083 5.05283004866644 7.49712738490882 1.41632787529093
"51" -78.456132647434 13.2335421557716 9.81663738667908 8.06876341974995 -0.0056001679241966
"52" -97.6794848545813 12.125166665605 10.4481315112172 10.4938932100205 1.24764873630109
"53" -50.9394332531052 12.7011693872815 5.64759542494546 6.56035053063036 1.60610565639711
"54" -79.0352296548823 16.112419961558 5.83406585710216 5.9649819521595 2.16541945281736
"55" -45.1498822294819 12.6588248868101 6.80818025746145 8.48591136900715 3.41068305804284
"56" -62.3404479571939 15.8469316713238 9.08317857895024 7.24293825408493 2.97835043138601
"57" -49.4453700069589 9.04451948735413 6.52861667255064 8.01897419369453 2.4359417665924
